escopo_autuacao;mes;uf;amparo_legal;descricao_infracao;quantidade_autos
Excesso de Peso;SETEMBRO;RS;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;Transitar com o veículo com excesso de peso - Por Eixo;461
Excesso de Peso;SETEMBRO;SC;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;Transitar com o veículo com excesso de peso - PBT/PBTC;26
Excesso de Peso;SETEMBRO;SC;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;Transitar com o veículo com excesso de peso - PBT/PBTC e Por Eixo;30
Excesso de Peso;SETEMBRO;SC;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;Transitar com o veículo com excesso de peso - Por Eixo;86
Excesso de Peso;SETEMBRO;SP;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;Transitar com o veículo com excesso de peso - PBT/PBTC e Por Eixo;134
Excesso de Peso;SETEMBRO;SP;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;Transitar com o veículo com excesso de peso - PBT/PBTC;160
Excesso de Peso;SETEMBRO;SP;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;Transitar com o veículo com excesso de peso - Por Eixo;735
CMT - Capacidade Máxima de Tração;OUTUBRO;MG;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;Transitar com o veículo excedendo a CMT acima de 1000 kg;1
CMT - Capacidade Máxima de Tração;OUTUBRO;RJ;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;Transitar com o veículo excedendo a CMT entre 601 e 1000 kg;1
CMT - Capacidade Máxima de Tração;OUTUBRO;RJ;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;Transitar com o veículo excedendo a CMT em até 600 kg;2
CMT - Capacidade Máxima de Tração;OUTUBRO;RJ;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;Transitar com o veículo excedendo a CMT acima de 1000 kg;7
CMT - Capacidade Máxima de Tração;OUTUBRO;SP;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;Transitar com o veículo excedendo a CMT acima de 1000 kg;2
Evasão de Balança;OUTUBRO;GO;Lei 9503 DE 23/09/1997 Transpor, sem autorização, bloqueio viário com ou sem sinalização ou dispositivos auxiliares, deixar de adentrar às áreas destinadas à pesagem de veículos ou evadir-se para não efetuar o pagamento do pedágio.;Art. 209 Deixar de adentrar as áreas destinadas à pesagem de veículos;1964
Evasão de Balança;OUTUBRO;MG;Lei 9503 DE 23/09/1997 Transpor, sem autorização, bloqueio viário com ou sem sinalização ou dispositivos auxiliares, deixar de adentrar às áreas destinadas à pesagem de veículos ou evadir-se para não efetuar o pagamento do pedágio.;Art. 209 Deixar de adentrar as áreas destinadas à pesagem de veículos;1858
Evasão de Balança;OUTUBRO;RJ;Lei 9503 DE 23/09/1997 Transpor, sem autorização, bloqueio viário com ou sem sinalização ou dispositivos auxiliares, deixar de adentrar às áreas destinadas à pesagem de veículos ou evadir-se para não efetuar o pagamento do pedágio.;Art. 209 Deixar de adentrar as áreas destinadas à pesagem de veículos;3782
Evasão de Balança;OUTUBRO;SP;Lei 9503 DE 23/09/1997 Transpor, sem autorização, bloqueio viário com ou sem sinalização ou dispositivos auxiliares, deixar de adentrar às áreas destinadas à pesagem de veículos ou evadir-se para não efetuar o pagamento do pedágio.;Art. 209 Deixar de adentrar as áreas destinadas à pesagem de veículos;1442
Excesso de Peso;OUTUBRO;ES;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;Transitar com o veículo com excesso de peso - PBT/PBTC e Por Eixo;60
Excesso de Peso;OUTUBRO;ES;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;Transitar com o veículo com excesso de peso - PBT/PBTC;102
Excesso de Peso;OUTUBRO;ES;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;Transitar com o veículo com excesso de peso - Por Eixo;345
Excesso de Peso;OUTUBRO;GO;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;Transitar com o veículo com excesso de peso - PBT/PBTC;58
Excesso de Peso;OUTUBRO;GO;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;Transitar com o veículo com excesso de peso - PBT/PBTC e Por Eixo;72
Excesso de Peso;OUTUBRO;GO;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;Transitar com o veículo com excesso de peso - Por Eixo;455
Excesso de Peso;OUTUBRO;MG;;Realizar transporte permissionado de passageiros, sem a emissão de bilhete.;3
Excesso de Peso;OUTUBRO;MG;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;Transitar com o veículo com excesso de peso - PBT/PBTC;148
Excesso de Peso;OUTUBRO;MG;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;Transitar com o veículo com excesso de peso - PBT/PBTC e Por Eixo;251
Excesso de Peso;OUTUBRO;MG;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;Transitar com o veículo com excesso de peso - Por Eixo;1303
Excesso de Peso;OUTUBRO;MT;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;Transitar com o veículo com excesso de peso - PBT/PBTC e Por Eixo;39
Excesso de Peso;OUTUBRO;MT;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;Transitar com o veículo com excesso de peso - PBT/PBTC;63
Excesso de Peso;OUTUBRO;MT;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;Transitar com o veículo com excesso de peso - Por Eixo;279
Excesso de Peso;OUTUBRO;PR;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;Transitar com o veículo com excesso de peso - PBT/PBTC e Por Eixo;76
Excesso de Peso;OUTUBRO;PR;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;Transitar com o veículo com excesso de peso - PBT/PBTC;109
Excesso de Peso;OUTUBRO;PR;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;Transitar com o veículo com excesso de peso - Por Eixo;362
Excesso de Peso;OUTUBRO;RJ;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;Transitar com o veículo com excesso de peso - PBT/PBTC e Por Eixo;317
Excesso de Peso;OUTUBRO;RJ;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;Transitar com o veículo com excesso de peso - PBT/PBTC;461
Excesso de Peso;OUTUBRO;RJ;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;Transitar com o veículo com excesso de peso - Por Eixo;1713
Excesso de Peso;OUTUBRO;RS;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;Transitar com o veículo com excesso de peso - PBT/PBTC e Por Eixo;31
Excesso de Peso;OUTUBRO;RS;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;Transitar com o veículo com excesso de peso - PBT/PBTC;36
Excesso de Peso;OUTUBRO;RS;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;Transitar com o veículo com excesso de peso - Por Eixo;235
Excesso de Peso;OUTUBRO;SC;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;Transitar com o veículo com excesso de peso - PBT/PBTC e Por Eixo;141
Excesso de Peso;OUTUBRO;SC;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;Transitar com o veículo com excesso de peso - PBT/PBTC;164
Excesso de Peso;OUTUBRO;SC;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;Transitar com o veículo com excesso de peso - Por Eixo;622
Excesso de Peso;OUTUBRO;SP;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;Transitar com o veículo com excesso de peso - PBT/PBTC e Por Eixo;88
Excesso de Peso;OUTUBRO;SP;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;Transitar com o veículo com excesso de peso - PBT/PBTC;123
Excesso de Peso;OUTUBRO;SP;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;Transitar com o veículo com excesso de peso - Por Eixo;326
CMT - Capacidade Máxima de Tração;NOVEMBRO;ES;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;Transitar com o veículo excedendo a CMT acima de 1000 kg;1
CMT - Capacidade Máxima de Tração;NOVEMBRO;MG;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;Transitar com o veículo excedendo a CMT acima de 1000 kg;1
CMT - Capacidade Máxima de Tração;NOVEMBRO;PR;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;Transitar com o veículo excedendo a CMT acima de 1000 kg;1
CMT - Capacidade Máxima de Tração;NOVEMBRO;RJ;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;Transitar com o veículo excedendo a CMT acima de 1000 kg;4
CMT - Capacidade Máxima de Tração;NOVEMBRO;RJ;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;Transitar com o veículo excedendo a CMT em até 600 kg;4
CMT - Capacidade Máxima de Tração;NOVEMBRO;RS;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;Transitar com o veículo excedendo a CMT entre 601 e 1000 kg;1
CMT - Capacidade Máxima de Tração;NOVEMBRO;SP;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;Transitar com o veículo excedendo a CMT acima de 1000 kg;6
Evasão de Balança;NOVEMBRO;ES;Lei 9503 DE 23/09/1997 Transpor, sem autorização, bloqueio viário com ou sem sinalização ou dispositivos auxiliares, deixar de adentrar às áreas destinadas à pesagem de veículos ou evadir-se para não efetuar o pagamento do pedágio.;Art. 209 Deixar de adentrar as áreas destinadas à pesagem de veículos;193
Evasão de Balança;NOVEMBRO;GO;Lei 9503 DE 23/09/1997 Transpor, sem autorização, bloqueio viário com ou sem sinalização ou dispositivos auxiliares, deixar de adentrar às áreas destinadas à pesagem de veículos ou evadir-se para não efetuar o pagamento do pedágio.;Art. 209 Deixar de adentrar as áreas destinadas à pesagem de veículos;1740
Evasão de Balança;NOVEMBRO;MG;Lei 9503 DE 23/09/1997 Transpor, sem autorização, bloqueio viário com ou sem sinalização ou dispositivos auxiliares, deixar de adentrar às áreas destinadas à pesagem de veículos ou evadir-se para não efetuar o pagamento do pedágio.;Art. 209 Deixar de adentrar as áreas destinadas à pesagem de veículos;2093
Evasão de Balança;NOVEMBRO;MT;Lei 9503 DE 23/09/1997 Transpor, sem autorização, bloqueio viário com ou sem sinalização ou dispositivos auxiliares, deixar de adentrar às áreas destinadas à pesagem de veículos ou evadir-se para não efetuar o pagamento do pedágio.;Art. 209 Deixar de adentrar as áreas destinadas à pesagem de veículos;12
Evasão de Balança;NOVEMBRO;RJ;Lei 9503 DE 23/09/1997 Transpor, sem autorização, bloqueio viário com ou sem sinalização ou dispositivos auxiliares, deixar de adentrar às áreas destinadas à pesagem de veículos ou evadir-se para não efetuar o pagamento do pedágio.;Art. 209 Deixar de adentrar as áreas destinadas à pesagem de veículos;4392
Evasão de Balança;NOVEMBRO;SP;Lei 9503 DE 23/09/1997 Transpor, sem autorização, bloqueio viário com ou sem sinalização ou dispositivos auxiliares, deixar de adentrar às áreas destinadas à pesagem de veículos ou evadir-se para não efetuar o pagamento do pedágio.;Art. 209 Deixar de adentrar as áreas destinadas à pesagem de veículos;1260
Excesso de Peso;NOVEMBRO;BA;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;Transitar com o veículo com excesso de peso - PBT/PBTC;5
Excesso de Peso;NOVEMBRO;ES;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;Transitar com o veículo com excesso de peso - PBT/PBTC e Por Eixo;64
Excesso de Peso;NOVEMBRO;ES;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;Transitar com o veículo com excesso de peso - PBT/PBTC;94
Excesso de Peso;NOVEMBRO;ES;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;Transitar com o veículo com excesso de peso - Por Eixo;256
Excesso de Peso;NOVEMBRO;GO;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;Transitar com o veículo com excesso de peso - PBT/PBTC e Por Eixo;49
Excesso de Peso;NOVEMBRO;GO;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;Transitar com o veículo com excesso de peso - PBT/PBTC;58
Excesso de Peso;NOVEMBRO;GO;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;Transitar com o veículo com excesso de peso - Por Eixo;201
Excesso de Peso;NOVEMBRO;MG;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;Transitar com o veículo com excesso de peso - PBT/PBTC;143
Excesso de Peso;NOVEMBRO;MG;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;Transitar com o veículo com excesso de peso - PBT/PBTC e Por Eixo;169
Excesso de Peso;NOVEMBRO;MG;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;Transitar com o veículo com excesso de peso - Por Eixo;711
Excesso de Peso;NOVEMBRO;MT;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;Transitar com o veículo com excesso de peso - PBT/PBTC e Por Eixo;40
Excesso de Peso;NOVEMBRO;MT;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;Transitar com o veículo com excesso de peso - PBT/PBTC;99
Excesso de Peso;NOVEMBRO;MT;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;Transitar com o veículo com excesso de peso - Por Eixo;287
Excesso de Peso;NOVEMBRO;PR;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;Transitar com o veículo com excesso de peso - PBT/PBTC e Por Eixo;101
Excesso de Peso;NOVEMBRO;PR;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;Transitar com o veículo com excesso de peso - PBT/PBTC;124
Excesso de Peso;NOVEMBRO;PR;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;Transitar com o veículo com excesso de peso - Por Eixo;157
Excesso de Peso;NOVEMBRO;RJ;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;Transitar com o veículo com excesso de peso - PBT/PBTC e Por Eixo;257
Excesso de Peso;NOVEMBRO;RJ;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;Transitar com o veículo com excesso de peso - PBT/PBTC;411
Excesso de Peso;NOVEMBRO;RJ;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;Transitar com o veículo com excesso de peso - Por Eixo;724
Excesso de Peso;NOVEMBRO;RS;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;Transitar com o veículo com excesso de peso - PBT/PBTC e Por Eixo;46
Excesso de Peso;NOVEMBRO;RS;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;Transitar com o veículo com excesso de peso - PBT/PBTC;57
Excesso de Peso;NOVEMBRO;RS;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;Transitar com o veículo com excesso de peso - Por Eixo;234
Excesso de Peso;NOVEMBRO;SC;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;Transitar com o veículo com excesso de peso - PBT/PBTC e Por Eixo;169
Excesso de Peso;NOVEMBRO;SC;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;Transitar com o veículo com excesso de peso - PBT/PBTC;193
Excesso de Peso;NOVEMBRO;SC;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;Transitar com o veículo com excesso de peso - Por Eixo;292
Excesso de Peso;NOVEMBRO;SP;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;Transitar com o veículo com excesso de peso - PBT/PBTC e Por Eixo;171
Excesso de Peso;NOVEMBRO;SP;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;Transitar com o veículo com excesso de peso - PBT/PBTC;190
Excesso de Peso;NOVEMBRO;SP;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;Transitar com o veículo com excesso de peso - Por Eixo;195
CMT - Capacidade Máxima de Tração;DEZEMBRO;ES;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;Transitar com o veículo excedendo a CMT entre 601 e 1000 kg;1
CMT - Capacidade Máxima de Tração;DEZEMBRO;ES;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;Transitar com o veículo excedendo a CMT em até 600 kg;1
CMT - Capacidade Máxima de Tração;DEZEMBRO;ES;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;Transitar com o veículo excedendo a CMT acima de 1000 kg;1
CMT - Capacidade Máxima de Tração;DEZEMBRO;MG;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;Transitar com o veículo excedendo a CMT acima de 1000 kg;1
CMT - Capacidade Máxima de Tração;DEZEMBRO;MT;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;Transitar com o veículo excedendo a CMT acima de 1000 kg;1
CMT - Capacidade Máxima de Tração;DEZEMBRO;RJ;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;Transitar com o veículo excedendo a CMT entre 601 e 1000 kg;1
CMT - Capacidade Máxima de Tração;DEZEMBRO;RJ;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;Transitar com o veículo excedendo a CMT em até 600 kg;1
CMT - Capacidade Máxima de Tração;DEZEMBRO;RJ;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;Transitar com o veículo excedendo a CMT acima de 1000 kg;4
CMT - Capacidade Máxima de Tração;DEZEMBRO;SP;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;Transitar com o veículo excedendo a CMT em até 600 kg;1
Evasão de Balança;DEZEMBRO;ES;Lei 9503 DE 23/09/1997 Transpor, sem autorização, bloqueio viário com ou sem sinalização ou dispositivos auxiliares, deixar de adentrar às áreas destinadas à pesagem de veículos ou evadir-se para não efetuar o pagamento do pedágio.;Art. 209 Deixar de adentrar as áreas destinadas à pesagem de veículos;194
Evasão de Balança;DEZEMBRO;GO;Lei 9503 DE 23/09/1997 Transpor, sem autorização, bloqueio viário com ou sem sinalização ou dispositivos auxiliares, deixar de adentrar às áreas destinadas à pesagem de veículos ou evadir-se para não efetuar o pagamento do pedágio.;Art. 209 Deixar de adentrar as áreas destinadas à pesagem de veículos;1021
Evasão de Balança;DEZEMBRO;MG;Lei 9503 DE 23/09/1997 Transpor, sem autorização, bloqueio viário com ou sem sinalização ou dispositivos auxiliares, deixar de adentrar às áreas destinadas à pesagem de veículos ou evadir-se para não efetuar o pagamento do pedágio.;Art. 209 Deixar de adentrar as áreas destinadas à pesagem de veículos;637
Evasão de Balança;DEZEMBRO;MT;Lei 9503 DE 23/09/1997 Transpor, sem autorização, bloqueio viário com ou sem sinalização ou dispositivos auxiliares, deixar de adentrar às áreas destinadas à pesagem de veículos ou evadir-se para não efetuar o pagamento do pedágio.;Art. 209 Deixar de adentrar as áreas destinadas à pesagem de veículos;330
Evasão de Balança;DEZEMBRO;RJ;Lei 9503 DE 23/09/1997 Transpor, sem autorização, bloqueio viário com ou sem sinalização ou dispositivos auxiliares, deixar de adentrar às áreas destinadas à pesagem de veículos ou evadir-se para não efetuar o pagamento do pedágio.;Art. 209 Deixar de adentrar as áreas destinadas à pesagem de veículos;3099
Evasão de Balança;DEZEMBRO;SP;Lei 9503 DE 23/09/1997 Transpor, sem autorização, bloqueio viário com ou sem sinalização ou dispositivos auxiliares, deixar de adentrar às áreas destinadas à pesagem de veículos ou evadir-se para não efetuar o pagamento do pedágio.;Art. 209 Deixar de adentrar as áreas destinadas à pesagem de veículos;851
Excesso de Peso;DEZEMBRO;BA;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;Transitar com o veículo com excesso de peso - PBT/PBTC;5
Excesso de Peso;DEZEMBRO;ES;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;Transitar com o veículo com excesso de peso - PBT/PBTC;124
Excesso de Peso;DEZEMBRO;ES;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;Transitar com o veículo com excesso de peso - PBT/PBTC e Por Eixo;136
Excesso de Peso;DEZEMBRO;ES;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;Transitar com o veículo com excesso de peso - Por Eixo;374
Excesso de Peso;DEZEMBRO;GO;Lei 9503/97 Lei 10561/02 Res. CONTRAN nº 210/06, 211/06 e 258/07 e alterações Portaria DENATRAN 63/09 e 59/07 e alterações ;Transitar com o veículo com excesso de peso - PBT/PBTC;149
